Payment.Method,Railcard,Ticket.Class,Ticket.Type,Price,Departure.Station,Arrival.Station,Departure,Scheduled.Arrival,Actual.Arrival,Journey.Status,Reason.for.Delay,Refund.Request,Row_ID,MediumPrice
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-18 15:15:00,2024-04-18 16:35:00,,Cancelled,Traffic,1,28167,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-18 15:15:00,2024-04-18 16:35:00,,Cancelled,Traffic,0,28168,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-18 17:45:00,2024-04-18 19:35:00,,Cancelled,Technical Issue,0,28215,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-19 23:45:00,2024-04-19 00:45:00,,Cancelled,Traffic,1,28249,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-19 23:45:00,2024-04-19 00:45:00,,Cancelled,Traffic,0,28250,1
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28307,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28308,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28309,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28310,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28312,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28313,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-18 08:00:00,2024-04-18 10:15:00,2024-04-18 10:45,Delayed,Weather,0,28316,0
Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-18 10:00:00,2024-04-18 10:30:00,,Cancelled,Technical Issue,0,28367,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28378,0
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28379,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28382,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28383,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-19 08:00:00,2024-04-19 09:50:00,2024-04-19 10:11,Delayed,Weather,0,28384,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-18 11:00:00,2024-04-18 11:30:00,2024-04-18 11:54,Delayed,Staff-Related,0,28385,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28389,0
Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-18 12:00:00,2024-04-18 13:20:00,,Cancelled,Staff-Related,0,28394,1
Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-18 12:00:00,2024-04-18 13:20:00,,Cancelled,Staff-Related,0,28400,1
Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-18 12:00:00,2024-04-18 13:20:00,,Cancelled,Staff-Related,0,28401,1
Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-18 12:00:00,2024-04-18 13:20:00,,Cancelled,Staff-Related,0,28402,1
Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-19 11:15:00,2024-04-19 11:45:00,2024-04-19 11:46,Delayed,Technical Issue,1,28408,0
Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-19 11:15:00,2024-04-19 12:35:00,2024-04-19 12:52,Delayed,Technical Issue,1,28409,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 11:00:00,2024-04-19 11:30:00,2024-04-19 14:08,Delayed,Staff-Related,0,28414,0
Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 13:15:00,2024-04-19 13:45:00,,Cancelled,Signal Failure,1,28440,0
Debit Card,None,Standard,Off-Peak,43,Edinburgh Waverley,London Kings Cross,2024-04-18 15:30:00,2024-04-18 19:50:00,2024-04-18 19:57,Delayed,Staff-Related,1,28452,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-04-18 17:45:00,2024-04-18 19:35:00,,Cancelled,Technical Issue,1,28453,0
Debit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-19 15:30:00,2024-04-19 17:45:00,2024-04-19 18:04,Delayed,Staff-Related,1,28462,0
Debit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-19 15:30:00,2024-04-19 17:20:00,2024-04-19 17:43,Delayed,Staff-Related,1,28464,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-19 14:45:00,2024-04-19 15:45:00,,Cancelled,Weather,0,28467,1
Debit Card,Adult,First Class,Anytime,157,Liverpool Lime Street,London Euston,2024-04-18 17:30:00,2024-04-18 19:45:00,2024-04-18 19:46,Delayed,Technical Issue,1,28471,0
Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 16:15:00,2024-04-19 16:45:00,,Cancelled,Signal Failure,0,28496,0
Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 16:15:00,2024-04-19 16:45:00,,Cancelled,Signal Failure,0,28497,0
Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 16:15:00,2024-04-19 16:45:00,,Cancelled,Signal Failure,0,28499,0
Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-04-19 17:30:00,2024-04-19 19:45:00,2024-04-19 20:03,Delayed,Technical Issue,1,28500,0
Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28512,0
Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28515,0
Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,1,28517,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28518,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28519,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28520,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28525,0
Credit Card,None,First Class,Off-Peak,15,York,Durham,2024-04-19 03:30:00,2024-04-19 04:20:00,2024-04-19 04:54,Delayed,Weather,0,28561,1
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28605,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-19 08:00:00,2024-04-19 10:15:00,2024-04-19 11:13,Delayed,Weather,0,28606,0
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-04-19 09:00:00,2024-04-19 09:45:00,2024-04-19 12:23,Delayed,Signal Failure,0,28618,0
Credit Card,Adult,Standard,Off-Peak,35,London Kings Cross,York,2024-04-19 09:45:00,2024-04-19 11:35:00,2024-04-19 11:52,Delayed,Signal Failure,0,28634,0
Credit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-04-20 08:00:00,2024-04-20 09:20:00,2024-04-20 10:14,Delayed,Weather,0,28646,1
Credit Card,None,First Class,Advance,55,Birmingham New Street,London Euston,2024-04-20 08:00:00,2024-04-20 09:20:00,2024-04-20 10:14,Delayed,Weather,0,28648,0
Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-19 11:15:00,2024-04-19 11:45:00,2024-04-19 11:46,Delayed,Technical Issue,0,28657,0
Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-20 09:00:00,2024-04-20 09:30:00,2024-04-20 09:51,Delayed,Signal Failure,0,28663,0
Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-20 11:15:00,2024-04-20 12:35:00,2024-04-20 13:19,Delayed,Technical Issue,1,28669,0
Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 13:15:00,2024-04-19 13:45:00,,Cancelled,Signal Failure,1,28670,0
Contactless,Senior,First Class,Off-Peak,10,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 13:15:00,2024-04-19 13:45:00,,Cancelled,Signal Failure,0,28671,0
Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-20 11:00:00,2024-04-20 12:20:00,2024-04-20 12:49,Delayed,Staff-Related,0,28676,0
Credit Card,Senior,Standard,Off-Peak,17,Oxford,Bristol Temple Meads,2024-04-19 14:15:00,2024-04-19 15:30:00,2024-04-19 16:11,Delayed,Signal Failure,1,28677,1
Credit Card,Senior,Standard,Advance,23,London Kings Cross,York,2024-04-20 09:30:00,2024-04-20 11:20:00,,Cancelled,Weather,0,28680,1
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-19 15:15:00,2024-04-19 16:35:00,,Cancelled,Signal Failure,0,28688,1
Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 16:15:00,2024-04-19 16:45:00,,Cancelled,Signal Failure,0,28699,0
Debit Card,None,Standard,Off-Peak,43,Edinburgh Waverley,London Kings Cross,2024-04-19 15:30:00,2024-04-19 19:50:00,2024-04-19 19:57,Delayed,Staff-Related,1,28706,0
Debit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-04-19 15:30:00,2024-04-19 17:20:00,2024-04-19 17:43,Delayed,Staff-Related,1,28708,0
Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28709,1
Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28726,1
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28727,0
Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28729,1
Debit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-20 15:30:00,2024-04-20 17:20:00,2024-04-20 17:46,Delayed,Staff-Related,1,28730,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28731,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28732,0
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 17:45:00,2024-04-19 18:15:00,2024-04-19 19:19,Delayed,Weather,0,28733,0
Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-04-19 17:30:00,2024-04-19 19:45:00,2024-04-19 20:03,Delayed,Technical Issue,1,28734,0
Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28743,0
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28762,0
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28763,0
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28764,0
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-19 18:45:00,2024-04-19 19:15:00,,Cancelled,Signal Failure,0,28767,0
Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-20 17:15:00,2024-04-20 17:45:00,,Cancelled,Traffic,0,28771,0
Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-20 17:15:00,2024-04-20 17:45:00,,Cancelled,Traffic,1,28780,0
Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-04-20 18:45:00,2024-04-20 19:45:00,,Cancelled,Weather,0,28782,1
Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-04-20 18:45:00,2024-04-20 19:45:00,,Cancelled,Weather,0,28784,1
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-20 17:45:00,2024-04-20 18:15:00,2024-04-20 19:12,Delayed,Signal Failure,0,28786,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-21 02:00:00,2024-04-21 03:00:00,,Cancelled,Technical Issue,0,28846,1
Contactless,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-04-20 05:30:00,2024-04-20 06:30:00,2024-04-20 07:12,Delayed,Staff-Related,0,28850,1
Debit Card,Senior,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-04-20 09:30:00,2024-04-20 11:45:00,2024-04-20 11:48,Delayed,Traffic,1,28853,0
Debit Card,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-04-20 06:15:00,2024-04-20 07:15:00,,Cancelled,Signal Failure,1,28856,1
Debit Card,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-04-20 06:15:00,2024-04-20 07:15:00,,Cancelled,Signal Failure,0,28858,1
Credit Card,None,Standard,Advance,8,York,Durham,2024-04-21 03:30:00,2024-04-21 04:20:00,2024-04-21 04:43,Delayed,Weather,0,28864,0
Credit Card,None,First Class,Off-Peak,200,Manchester Piccadilly,London Euston,2024-04-20 08:00:00,2024-04-20 09:50:00,2024-04-20 10:00,Delayed,Weather,0,28885,0
Credit Card,None,Standard,Off-Peak,31,Birmingham New Street,London Euston,2024-04-20 08:00:00,2024-04-20 09:20:00,2024-04-20 10:14,Delayed,Weather,0,28886,0
Contactless,None,First Class,Advance,52,London Euston,Birmingham New Street,2024-04-21 05:15:00,2024-04-21 06:35:00,,Cancelled,Technical Issue,0,28897,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-21 06:45:00,2024-04-21 08:35:00,,Cancelled,Weather,0,28913,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-21 08:00:00,2024-04-21 10:15:00,,Cancelled,Traffic,0,28925,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-21 08:00:00,2024-04-21 10:15:00,,Cancelled,Traffic,0,28926,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-21 08:00:00,2024-04-21 10:15:00,,Cancelled,Traffic,0,28928,0
Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-04-20 11:15:00,2024-04-20 12:35:00,2024-04-20 13:19,Delayed,Technical Issue,1,28938,1
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-20 11:15:00,2024-04-20 11:45:00,2024-04-20 12:14,Delayed,Technical Issue,1,28939,0
Contactless,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-04-20 12:30:00,2024-04-20 13:50:00,,Cancelled,Signal Failure,1,28940,0
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-04-21 13:15:00,2024-04-21 14:15:00,,Cancelled,Staff-Related,0,28976,1
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-21 14:00:00,2024-04-21 15:00:00,,Cancelled,Signal Failure,0,28990,1
Credit Card,Senior,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-20 17:15:00,2024-04-20 17:45:00,,Cancelled,Traffic,0,28991,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-20 17:45:00,2024-04-20 18:15:00,2024-04-20 19:12,Delayed,Signal Failure,0,28993,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-20 17:45:00,2024-04-20 18:15:00,2024-04-20 19:12,Delayed,Signal Failure,0,28995,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-20 17:45:00,2024-04-20 18:15:00,2024-04-20 19:12,Delayed,Signal Failure,0,28996,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-21 01:30:00,2024-04-21 02:00:00,2024-04-21 02:38,Delayed,Signal Failure,1,29079,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-21 01:30:00,2024-04-21 02:00:00,2024-04-21 02:38,Delayed,Signal Failure,1,29080,0
Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-21 22:45:00,2024-04-21 00:05:00,,Cancelled,Signal Failure,1,29081,0
Credit Card,Adult,Standard,Off-Peak,77,Liverpool Lime Street,London Paddington,2024-04-21 03:00:00,2024-04-21 05:30:00,2024-04-21 06:23,Delayed,Staff-Related,1,29092,0
Contactless,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,2024-04-21 05:15:00,2024-04-21 06:35:00,,Cancelled,Technical Issue,1,29104,0
Credit Card,None,Standard,Advance,8,York,Durham,2024-04-22 03:30:00,2024-04-22 04:20:00,2024-04-22 04:52,Delayed,Weather,0,29112,0
Contactless,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-04-22 04:30:00,2024-04-22 05:50:00,,Cancelled,Technical Issue,0,29128,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-22 04:30:00,2024-04-22 05:50:00,,Cancelled,Technical Issue,0,29129,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-22 04:30:00,2024-04-22 05:50:00,,Cancelled,Technical Issue,0,29137,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-04-21 08:00:00,2024-04-21 10:15:00,,Cancelled,Traffic,0,29142,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-04-21 08:00:00,2024-04-21 10:15:00,,Cancelled,Traffic,0,29143,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-22 06:15:00,2024-04-22 08:05:00,2024-04-22 08:34,Delayed,Technical Issue,0,29163,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29192,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29193,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29194,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-21 11:00:00,2024-04-21 11:30:00,2024-04-21 14:20,Delayed,Staff-Related,0,29195,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29196,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,1,29197,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-21 11:00:00,2024-04-21 11:30:00,2024-04-21 14:20,Delayed,Staff-Related,0,29198,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-21 11:00:00,2024-04-21 11:30:00,2024-04-21 14:20,Delayed,Staff-Related,0,29199,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-22 08:15:00,2024-04-22 09:35:00,2024-04-22 10:35,Delayed,Signal Failure,0,29200,0
Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-04-21 11:15:00,2024-04-21 12:35:00,2024-04-21 12:52,Delayed,Technical Issue,1,29208,1
Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-21 14:00:00,2024-04-21 15:00:00,,Cancelled,Signal Failure,0,29219,1
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-21 14:00:00,2024-04-21 15:00:00,,Cancelled,Signal Failure,0,29220,1
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-21 14:00:00,2024-04-21 15:00:00,,Cancelled,Signal Failure,0,29223,1
Debit Card,Senior,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-04-22 09:30:00,2024-04-22 11:45:00,2024-04-22 12:14,Delayed,Traffic,1,29247,0
Debit Card,None,First Class,Advance,134,Manchester Piccadilly,London Euston,2024-04-22 15:30:00,2024-04-22 17:20:00,2024-04-22 17:32,Delayed,Staff-Related,1,29261,0
Debit Card,Adult,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-04-21 17:30:00,2024-04-21 19:45:00,2024-04-21 20:00,Delayed,Technical Issue,1,29271,0
Contactless,None,Standard,Advance,13,Reading,London Paddington,2024-04-22 15:30:00,2024-04-22 15:55:00,,Cancelled,Technical Issue,0,29273,1
Credit Card,Senior,First Class,Off-Peak,8,Liverpool Lime Street,Crewe,2024-04-21 18:45:00,2024-04-21 19:20:00,,Cancelled,Weather,0,29276,0
Credit Card,Senior,Standard,Off-Peak,8,Liverpool Lime Street,Crewe,2024-04-21 18:45:00,2024-04-21 19:20:00,,Cancelled,Weather,1,29281,0
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-21 20:00:00,2024-04-21 21:00:00,,Cancelled,Signal Failure,0,29300,1
Credit Card,None,First Class,Off-Peak,41,London Paddington,Reading,2024-04-21 20:00:00,2024-04-21 21:00:00,,Cancelled,Signal Failure,1,29302,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29315,0
Credit Card,None,First Class,Advance,57,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29318,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29320,0
Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-22 18:45:00,2024-04-22 20:05:00,,Cancelled,Traffic,0,29323,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29324,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-22 18:45:00,2024-04-22 20:05:00,,Cancelled,Traffic,1,29325,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-22 18:45:00,2024-04-22 20:05:00,,Cancelled,Traffic,1,29326,0
Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-22 00:00:00,2024-04-22 00:30:00,,Cancelled,Weather,1,29334,0
Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-22 00:00:00,2024-04-22 00:30:00,,Cancelled,Weather,0,29335,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-22 01:30:00,2024-04-22 02:00:00,2024-04-22 02:44,Delayed,Signal Failure,1,29345,0
Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-23 23:45:00,2024-04-23 00:45:00,,Cancelled,Staff-Related,0,29355,1
Credit Card,None,First Class,Off-Peak,203,Manchester Piccadilly,London Paddington,2024-04-22 23:45:00,2024-04-22 02:00:00,,Cancelled,Traffic,0,29356,0
Contactless,Adult,Standard,Advance,8,London Paddington,Reading,2024-04-23 23:45:00,2024-04-23 00:45:00,,Cancelled,Staff-Related,1,29361,0
Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-04-22 04:15:00,2024-04-22 05:15:00,2024-04-22 05:52,Delayed,Staff-Related,0,29364,1
Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-22 04:15:00,2024-04-22 04:45:00,,Cancelled,Signal Failure,1,29367,0
Contactless,Adult,Standard,Anytime,47,London Kings Cross,York,2024-04-22 06:15:00,2024-04-22 08:05:00,2024-04-22 08:34,Delayed,Technical Issue,0,29381,0
Debit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-22 06:15:00,2024-04-22 08:05:00,2024-04-22 08:34,Delayed,Technical Issue,0,29382,0
Debit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-22 06:15:00,2024-04-22 08:05:00,2024-04-22 08:34,Delayed,Technical Issue,0,29384,0
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-22 06:30:00,2024-04-22 07:50:00,,Cancelled,Technical Issue,1,29393,1
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29410,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29411,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29412,0
Credit Card,None,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29413,0
